#ID;ImageFile;Vorname;Nachname;Email;Phone;IBAN;dateOfBirth;last_edited;
11883566-82c2-41c7-891d-566c7c7522bc;Omar;Lambert;olambert2671@protonmail.com;+4983561454286;DE03553437399892154;2002-12-02;2022-04-28T10:02:48.590687;
378d97b1-5a80-40fd-b79a-db249bc37ec2;Lee;Anthony;anthony-lee6653@aol.net;+49736224681;DE8098547407519721472938641;1996-03-02;2022-05-29T11:03:48.590687;
a55cb59b-3e55-4acd-9b8f-43a9d6ba26d0;Hayfa;Palmer;h_palmer@aol.org;+49787376611;DE6997057333493156352216;1987-11-02;2022-06-30T12:04:48.590687;
ed0a7e0e-2b4b-4469-b422-c49b8baad4ec;Valentine;Bryant;bryant_valentine@google.com;+493417230351;DE692524635682936831;1981-03-02;2022-07-01T13:40:48.590687;
69e31b5b-7ada-4153-b9dd-f59ba4051ec0;Nigel;Mcintosh;nmcintosh@web.de;+4987655648732;DE0348526740052619;2004-02-02;2022-08-02T14:41:48.590687;
e0d54318-bb36-41fd-8dba-352ab7e0a352;Charlotte;Lindsay;charlotte.lindsay@tmobile.net;+4973740487663;DE5833639380244726160145;1992-02-02;2021-09-03T15:42:48.590687;
bb39fc9b-4aba-4a5f-b819-f9a063cb8106;Ivy;Osborn;o.ivy4533@yahoo.de;+4983866332703;DE70559671270373627;1984-02-02;2020-10-04T16:43:48.590687;
084e4e4f-4640-4f2a-bd34-e0f83e918a11;Clayton;Schwartz;c.schwartz5215@hotmail.de;+495047553879;DE4845872173454348042156;1986-11-02;2021-11-05T17:44:48.590687;
02118b94-45c1-47b9-a59d-75930c2ff548;Mariam;Gonzales;gonzales.mariam3682@tmobile.org;+49614426231;DE16184683421407017782398634;1969-10-02;2019-12-06T18:45:48.590687;
dffb48a8-aa35-4528-bfe8-6b30bf511049;Sheila;Cox;s_cox@protonmail.net;+49276631817;DE97365813503342873495975028;1971-01-02;2021-12-07T19:46:48.590687;
